Subj	Num	Term	Title	Period Code	Instructor	WC	Dist	Xlist	Lang Req	NR Eligible or CT/NC
HIST	56	Spring	Twentieth-Century Russia	11	Stuart Finkel	W	SOC	RUSS 50.03 01	N/A	NR Eligible
HIST	57	Winter	Scientific Revolutn&Mod Soc	10A	Whitney Robles	W	TMV	N/A	N/A	NR Eligible
HIST	61	Spring	Britain and the Sea	2A	Carl Estabrook	W	INT or SOC	N/A	N/A	NR Eligible
HIST	63.02	Spring	Material Culture of Science	10A	Whitney Robles	W	TAS	N/A	N/A	NR Eligible
HIST	70.02	Summer	Mod Iran	12	Golnar Nikpour	NW	SOC	MES 12.13 01	N/A	NR Eligible
HIST	72	Spring	Imprial China/Global Cntxt	2	Erqi Cheng	NW	SOC	ASCL 64.09 01	N/A	NR Eligible
HIST	72.02	Fall	Nomad Rulers & Mod World	2A	Pamela Crossley	CI	INT	N/A	N/A	NR Eligible
HIST	75	Winter	Colnlsm,Dvlpmt&Env-Afr&Asia	11	Douglas Haynes	NW	INT or SOC	AAAS 050 01, ASCL 54.07 01, ENVS 045 01	N/A	NR Eligible
HIST	76	Spring	ColIndia to Post Ind SoAsia	11	Elizabeth Lhost	NW	INT or SOC	ASCL 54.08 01	N/A	NR Eligible
HIST	77	Winter	Imperialism Modrn East Asia	2A	Steven Ericson	NW	INT or SOC	ASCL 80.08 01	N/A	NR Eligible
HIST	78.04	Fall	Slaves & Rebels in Korea	12	Soyoung Suh	NW	SOC	ASCL 64.14 01	N/A	NR Eligible
HIST	79	Winter	Postwar Japan	10A	Steven Ericson	NW	SOC	ASCL 64.12 01	N/A	NR Eligible
HIST	80	Fall	Hist of Captlsm in Lat Amer	2	Pamela Voekel	N/A	SOC	LACS 50.13 01	N/A	NR Eligible
HIST	82.01	Spring	Pltcs Natrl Distr in Lat Am	12	Jorell Melendez-Badillo	NW	SOC	LACS 031 01	N/A	NR Eligible
HIST	83	Winter	20th Century Latin America	2A	Thamyris Almeida	NW	SOC	LACS 047 01	N/A	NR Eligible
HIST	87	Winter	Culture&Identity-Mod Mexico	12	Pamela Voekel	NW	SOC	LACS 076 01	N/A	NR Eligible
HIST	90.14	Winter	The Global British Empire	12	Tiraana Bains	W	INT	N/A	N/A	NR Eligible
HIST	90.15	Fall	Early Mod India, 1500-1800	2	Tiraana Bains	NW	SOC	ASCL 54.12 01	N/A	NR Eligible
HIST	90.17	Winter	Medieval Crusading Orders	12	Patrick Meehan	W	SOC	N/A	N/A	NR Eligible
HIST	90.18	Winter	Reproductive Hlth US Hist	2A	Miriam Rich	W	SOC	N/A	N/A	NR Eligible
HIST	92.01	Fall	Caribbean Hist 1898-Present	12	Clifford Campbell	NW	INT or SOC	AAAS 061 01, LACS 059 01	N/A	NR Eligible
HIST	92.02	Spring	Nat'lism & Revolution Carib	10A	Marvin Chochotte	NW	INT or SOC	AAAS 062 01, LACS 054 01	N/A	N/A
HIST	92.06	Winter	Russia and the West	11	Stuart Finkel	W	INT or SOC	RUSS 015 01	N/A	NR Eligible
HIST	92.07	Summer	Black Agrarian Democracy	2A	Marvin Chochotte	NW	SOC	AAAS 61.05 01, LACS 039 01	N/A	N/A
HIST	94.04	Winter	Alexander &Macedonian Kings	2	Paul Christesen	W	INT or SOC	CLST 015 01	N/A	NR Eligible
HIST	94.06	Fall	History of the Roman Empire	10	Roberta Stewart	W	INT or SOC	CLST 018 01	N/A	NR Eligible
HIST	94.07	Winter	Methods&Theory Ancient Hist	12	Roberta Stewart	W	SOC	CLST 019 01	N/A	NR Eligible
HIST	94.08	Winter	Hist/Culture Jews:Classical	3B	Rachel Greenblatt	W	SOC	JWST 010 01, MES 16.15 01	N/A	NR Eligible
HIST	94.09	Summer	Hist/Cultre Jews:Mod Period	10A	Eli Rosenblatt	CI	SOC	JWST 011 01	N/A	NR Eligible
HIST	95.01	Fall	F S P London in History	FS	Naaborko Sackeyfio-Lenoch	W	SOC	N/A	N/A	N/A
HIST	95.02	Fall	FSP History Study Abroad	FS	Naaborko Sackeyfio-Lenoch	W	N/A	N/A	N/A	N/A
HIST	96.01	Spring	Colonialism&CltrAsia&Africa	3A	Douglas Haynes	NW	SOC	N/A	N/A	N/A
HIST	96.03	Winter	Topics in British History	2A	Carl Estabrook	W	SOC	N/A	N/A	N/A
HIST	96.08	Winter	Pen and Ink Witchcraft	2A	Colin Calloway	NW	INT or TMV	NAIS 81.03 01	N/A	N/A
HIST	96.12	Summer	Race,Ethncty&ImmgrtnUS Hist	10A	Annelise Orleck	CI	SOC	N/A	N/A	N/A
HIST	96.28	Spring	America in the 1970s	2A	Bethany Moreton	W	SOC	N/A	N/A	N/A
HIST	96.29	Spring	Debating Democracy	6B	Leslie Butler	W	TMV	N/A	N/A	N/A
HIST	96.29	Fall	Debating Democracy	6B	Leslie Butler	W	TMV	N/A	N/A	N/A
HIST	96.33	Fall	Global Hist of Human Rights	3A	Golnar Nikpour	NW	INT or SOC	N/A	N/A	N/A
HIST	96.34	Fall	London Archives	FS	Robert Bonner, Steven Ericson	N/A	N/A	N/A	N/A	N/A
HIST	97	Spring	Independent Study	ARR	M Cecilia Gaposchkin	N/A	N/A	N/A	N/A	N/A
HIST	97	Summer	Independent Study	ARR	M Cecilia Gaposchkin	N/A	N/A	N/A	N/A	N/A
HIST	97	Fall	Independent Study	ARR	M Cecilia Gaposchkin	N/A	N/A	N/A	N/A	N/A
HIST	97	Winter	Independent Study	ARR	M Cecilia Gaposchkin	N/A	N/A	N/A	N/A	N/A
HIST	98	Fall	Honors Seminar	3B	Paul Musselwhite	N/A	N/A	N/A	N/A	N/A
HIST	99.01	Winter	Thesis	ARR	Paul Musselwhite	N/A	N/A	N/A	N/A	N/A
HIST	99.02	Spring	Thesis II	ARR	Jennifer Miller	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics	12	Andrea Tarnowski, Devin Singh, Udi Greenberg, Darrin McMahon, Roberta Stewart, Colleen Boggs	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Darrin McMahon, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Colleen Boggs, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Udi Greenberg, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Devin Singh, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Roberta Stewart, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	1	Fall	Dialogues w/the Classics(Discussion)	OT	Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	2	Winter	The Modern Labyrinth	12	Lucas Hollister, Petra McGillen, Andrea Tarnowski, Laura Edmondson	N/A	N/A	N/A	N/A	N/A
HUM	2	Winter	The Modern Labyrinth(Discussion)	OT	Lucas Hollister, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	2	Winter	The Modern Labyrinth(Discussion)	OT	Laura Edmondson, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	2	Winter	The Modern Labyrinth(Discussion)	OT	Petra McGillen, Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
HUM	3.07	Spring	Mobs Crowds and the People	3A	Klaus Mladek, Antonio Gomez	W	TMV	COLT 63.03 01, GERM 46.04 01	N/A	N/A
HUM	4.02	Summer	The Sixties	10A	Randall Balmer	W	N/A	N/A	N/A	NR Eligible
IND	101	Fall	Molecular & Cellular Neurosci	11	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	102	Fall	Systems Neuroscience	10A	Jeffrey Taube	N/A	N/A	PSYC 126 01	N/A	N/A
IND	103	Fall	Adv. Techniques in Neurosci	OT	Katherine Nautiyal, Michael Hoppa, Crystal Noller, Robert Hill, Allan Gulledge	N/A	N/A	N/A	N/A	N/A
IND	124	Winter	Ethics	ARR	Allan Gulledge	N/A	N/A	N/A	N/A	N/A
IND	211	Spring	Neurobiology of Disease	ARR	Matthew Havrda, Elijah Stommel, Paul Holtzheimer, Rebecca Thompson, Francesca Gilli, George Zanazzi, Ta Yuan Chang	N/A	N/A	N/A	N/A	N/A
IND	297	Spring	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	297	Summer	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	297	Fall	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	297	Winter	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	298	Spring	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	298	Summer	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	298	Fall	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	298	Winter	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	299	Spring	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	299	Summer	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	299	Fall	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	299	Winter	Graduate Research	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	600	Spring	Advances in Integrative Neuro	ARR	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	600	Fall	Advances in Integrative Neuro	OT	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
IND	600	Winter	Advances in Integrative Neuro	OT	Michael Hoppa, Francesca Gilli	N/A	N/A	N/A	N/A	N/A
IND	700	Fall	Resp & Ethical Conduct of Res	OT	Allan Gulledge	N/A	N/A	N/A	N/A	N/A
INTS	15	Spring	Violence and Security	11	Christianne Hardy	N/A	INT or SOC	N/A	N/A	NR Eligible
INTS	15	Winter	Violence and Security	10A	Christianne Hardy	N/A	INT or SOC	N/A	N/A	NR Eligible
INTS	16	Spring	Intro to Int'l Development	10	Coleen Fox	NW	INT or SOC	GEOG 08.01 01	N/A	N/A
INTS	16	Fall	Intro to Int'l Development	12	Coleen Fox	NW	INT or SOC	GEOG 08.01 01	N/A	N/A
INTS	17.09	Spring	Multilingualism& its Others	6B	Yuliya Komska	N/A	SOC	COLT 49.06 01	N/A	N/A
INTS	17.12	Fall	New Latin American Cinema	9L	Thamyris Almeida	N/A	INT	COLT 52.02 01, FILM 42.03 01, LACS 30.06 01	N/A	NR Eligible
INTS	17.14	Fall	Eur Jewish Intellectuals	2A	Lawrence Kritzman	W	TMV	COLT 70.03 01, JWST 026 01	N/A	NR Eligible
INTS	18	Spring	Global Health&Society	12	Coleen Fox	N/A	INT or SOC	GEOG 21.01 01	N/A	N/A
INTS	18	Winter	Global Health&Society	2A	Lisa Adams, Dawn Carey	N/A	INT or SOC	GEOG 21.01 01	N/A	N/A
ITAL	1	Spring	Introductory Italian I	10	Andrea Zoller	N/A	N/A	N/A	N/A	NR Eligible
ITAL	1	Summer	Introductory Italian I	LS	Nancy Canepa	N/A	N/A	N/A	N/A	N/A
ITAL	1	Fall	Introductory Italian I	10	Giorgio Alberti	N/A	N/A	N/A	N/A	N/A
ITAL	1	Fall	Introductory Italian I	11	Andrea Zoller	N/A	N/A	N/A	N/A	N/A
ITAL	1	Fall	Introductory Italian I	12	Andrea Zoller	N/A	N/A	N/A	N/A	N/A
ITAL	1	Winter	Introductory Italian I	11	Giorgio Alberti	N/A	N/A	N/A	N/A	N/A
ITAL	1	Winter	Introductory Italian I	10	Andrea Zoller	N/A	N/A	N/A	N/A	N/A
ITAL	2	Spring	Introductory Italian II	11	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	2	Spring	Introductory Italian II	12	Damiano Benvegnu	N/A	N/A	N/A	N/A	N/A
ITAL	2	Summer	Introductory Italian II	LS	Nancy Canepa	N/A	N/A	N/A	N/A	N/A
ITAL	2	Fall	Introductory Italian II	10	Tonia Convertini	N/A	N/A	N/A	N/A	N/A
ITAL	2	Winter	Introductory Italian II	11	Andrea Zoller	N/A	N/A	N/A	N/A	N/A
ITAL	2	Winter	Introductory Italian II	10	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	3	Spring	Introductory Italian III	10	Giorgio Alberti	N/A	N/A	N/A	N/A	N/A
ITAL	3	Spring	Introductory Italian III	LS	Tonia Convertini	N/A	N/A	N/A	N/A	N/A
ITAL	3	Fall	Introductory Italian III	10	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	3	Fall	Introductory Italian III	11	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	3	Winter	Introductory Italian III	11	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	3	Winter	Introductory Italian III	LS	Graziella Parati	N/A	N/A	N/A	N/A	N/A
ITAL	4	Summer	Reading Rome	LS	Nancy Canepa	CI	SOC	N/A	N/A	N/A
ITAL	6	Spring	LSA:Lang Study Abroad:Lit	LS	Tonia Convertini	W	LIT	N/A	N/A	N/A
ITAL	6	Winter	LSA:Lang Study Abroad:Lit	LS	Graziella Parati	W	LIT	N/A	LADV	N/A
ITAL	7.08	Spring	What is (Italian) Cinema?	12	Matteo Gilebbi	N/A	N/A	N/A	N/A	N/A
ITAL	8	Spring	Exploring Ital Culture&Lang	LS	Tonia Convertini	W	SOC	N/A	N/A	N/A
ITAL	8	Winter	Exploring Ital Culture&Lang	LS	Graziella Parati	W	SOC	N/A	LADV	N/A
ITAL	9	Spring	Language Through Culture	11	Michael Wyatt	W	LIT	N/A	N/A	NR Eligible
ITAL	9	Fall	Language Through Culture	11	Danielle Callegari	W	LIT	N/A	LADV	NR Eligible
ITAL	10	Spring	Intro to Italian Literature	LS	Tonia Convertini	W	LIT	N/A	N/A	N/A
ITAL	10	Winter	Intro to Italian Literature	LS	Graziella Parati	W	LIT	N/A	LADV	N/A
ITAL	10.2	Winter	Friendship in Ital Lit	10A	Tonia Convertini	W	LIT	N/A	LADV	N/A
ITAL	11	Spring	Intensive Italian	11	Giorgio Alberti	N/A	N/A	N/A	N/A	N/A
ITAL	11	Fall	Intensive Italian	11	Giorgio Alberti	N/A	N/A	N/A	LACC	N/A
ITAL	11	Winter	Intensive Italian	12	Giorgio Alberti	N/A	N/A	N/A	LACC	N/A
ITAL	12	Spring	Adv Writng&Speaking in Ital	LS	Tonia Convertini	W	N/A	N/A	N/A	N/A
ITAL	12	Winter	Adv Writng&Speaking in Ital	LS	Graziella Parati	W	N/A	N/A	LADV	N/A
ITAL	14	Fall	Intro to Italian Culture	11	Tonia Convertini	CI	SOC	N/A	N/A	NR Eligible
ITAL	23	Spring	17th and 18th Cent Ital Lit	12	Nancy Canepa	W	LIT	N/A	N/A	NR Eligible
ITAL	25	Fall	20 &21 c. Ital Lit&Culture	2	Graziella Parati	W	LIT	N/A	LADV	NR Eligible
ITAL	33.01	Fall	Dante:The Divine Comedy	12	Danielle Callegari	W	LIT	N/A	LADV	N/A
ITAL	34	Winter	Renaissance in Translation	11	Danielle Callegari	N/A	N/A	N/A	N/A	N/A
ITAL	37.1	Spring	Mafias	10	Nancy Canepa	W	INT or SOC	COLT 57.12 01	N/A	N/A
ITAL	85	Spring	Independ Reading & Research	ARR	David Laguardia	N/A	N/A	N/A	N/A	N/A
ITAL	88	Spring	Senior Ind Reading&Research	ARR	David Laguardia	N/A	N/A	N/A	N/A	N/A
ITAL	88	Summer	Senior Ind Reading&Research	ARR	David Laguardia	N/A	N/A	N/A	N/A	N/A
ITAL	88	Fall	Senior Ind Reading&Research	ARR	Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
ITAL	89	Spring	Honors Seminar	ARR	David Laguardia	N/A	N/A	N/A	N/A	N/A
ITAL	89	Summer	Honors Seminar	ARR	David Laguardia	N/A	N/A	N/A	N/A	N/A
ITAL	89	Fall	Honors Seminar	ARR	Andrea Tarnowski	N/A	N/A	N/A	N/A	N/A
JAPN	1	Fall	1st-Yr Courses in Japanese	9S	Mayumi Ishida	N/A	N/A	N/A	N/A	N/A
JAPN	1	Fall	1st-Yr Courses in Japanese	10	Mayumi Ishida	N/A	N/A	N/A	N/A	N/A
JAPN	2	Winter	First Yr Course in Japanese	9S	Mayumi Ishida	N/A	N/A	N/A	N/A	N/A
JAPN	2	Winter	First Yr Course in Japanese	9S	Ikuko Washburn	N/A	N/A	N/A	N/A	N/A
JAPN	3	Spring	First-Yr Crses in Japanese	9S	Mayumi Ishida	N/A	N/A	N/A	N/A	N/A
JAPN	3	Spring	First-Yr Crses in Japanese	9S	Ikuko Washburn	N/A	N/A	N/A	N/A	N/A
JAPN	22	Fall	Intermed. Modern Japanese	11	Mayumi Ishida	NW	N/A	N/A	LADV	N/A
JAPN	22	Fall	Intermed. Modern Japanese	LS	Ikuko Washburn	NW	N/A	N/A	LADV	N/A
JAPN	23	Fall	Intermed Modern Japanese	LS	Ikuko Washburn	NW	N/A	N/A	LADV	N/A
JAPN	23	Winter	Intermed Modern Japanese	11	Ikuko Washburn	NW	N/A	N/A	LADV	N/A
JAPN	31	Fall	Advanced Japanese	LS	Allen Hockley	NW	LIT	N/A	LADV	N/A
JAPN	32	Fall	Advanced Japanese	LS	Allen Hockley	NW	LIT	N/A	LADV	N/A
JAPN	33	Spring	Advanced Japanese	11	Mayumi Ishida	NW	LIT	N/A	N/A	N/A
JAPN	43	Spring	Advanced Japanese	11	Ikuko Washburn	NW	LIT	N/A	N/A	N/A
JAPN	45.01	Winter	Classical Japanese Workshop	2	Sachi Schmidt-Hori	NW	LIT	N/A	LADV	N/A
JAPN	49	Spring	Ind Adv Stdy Japn Lang&Lit	ARR	Allen Hockley	NW	LIT	N/A	N/A	N/A
JAPN	49	Summer	Ind Adv Stdy Japn Lang&Lit	ARR	Allen Hockley	NW	LIT	N/A	N/A	N/A
JAPN	49	Fall	Ind Adv Stdy Japn Lang&Lit	ARR	Allen Hockley	NW	LIT	N/A	N/A	N/A
JAPN	49	Fall	Ind Adv Stdy Japn Lang&Lit	LS	Allen Hockley	NW	LIT	N/A	N/A	N/A
JAPN	49	Winter	Ind Adv Stdy Japn Lang&Lit	ARR	Allen Hockley	NW	LIT	N/A	N/A	N/A
JWST	4	Winter	Rel of Israel:Hebrew Bible	12	Peter Lanfer	W	TMV	REL 004 01	N/A	NR Eligible
JWST	5.01	Spring	Homelands & Diasporas	10A	Sergei Kan	CI	INT or SOC	ANTH 50.41 01, COCO 033 01, RUSS 38.15 01	N/A	N/A
JWST	6	Fall	Introduction to Judaism	2A	Shaul Magid	W	TMV	REL 006 01	N/A	NR Eligible
JWST	7.02	Spring	Jewish American Lit FYS	2A	Klaus Milich	N/A	N/A	N/A	N/A	N/A
JWST	7.08	Winter	Jewish Mysticism Seminar	2A	Shaul Magid	N/A	N/A	N/A	N/A	N/A
JWST	10	Winter	Hist/Culture Jews:Classical	3B	Rachel Greenblatt	W	SOC	HIST 94.08 01, MES 16.15 01	N/A	NR Eligible
JWST	11	Summer	Hist/Cultre Jews:Mod Period	10A	Eli Rosenblatt	CI	SOC	HIST 94.09 01	N/A	NR Eligible
JWST	11.02	Fall	History & Culture Arab-Jews	12	Moshe Naor	N/A	INT or SOC	MES 12.15 01	N/A	N/A
JWST	13	Summer	Jews and Race	2A	Eli Rosenblatt	W	INT or TMV	AAAS 65.06 01, SOCY 49.25 01	N/A	N/A
JWST	13	Fall	Jews and Race	10A	Shaul Magid	W	INT or TMV	AAAS 65.06 01, SOCY 49.25 01	N/A	N/A
JWST	15.02	Fall	Judaism and Ecology	11	Jonathan Schorsch	W	SOC	REL 74.18 01	N/A	N/A
JWST	20.01	Fall	German-Jewish Exile Lit	2	Michael McGillen	CI	INT or LIT	GERM 42.14 01	N/A	NR Eligible
JWST	26	Fall	Eur Jewish Intellectuals	2A	Lawrence Kritzman	W	TMV	COLT 70.03 01, INTS 17.14 01	N/A	NR Eligible
JWST	34.03	Fall	German-Jewish History	ARR	Veronika Fuechtner, Susannah Heschel	CI	INT	GERM 44.06 01	N/A	N/A
JWST	40.01	Fall	Politics Israel & Palestine	10A	Ezzedine Fishere, Bernard Avishai	NW	INT or SOC	GOVT 40.09 01, MES 12.09 01	N/A	N/A
JWST	40.01	Winter	Politics Israel & Palestine	10A	Shaul Magid	NW	INT or SOC	GOVT 40.09 01, MES 12.09 01	N/A	N/A
JWST	42	Spring	Film,Fict&Arab-Israeli Conf	2A	Lewis Glinert	CI	LIT	MES 15.10 01	N/A	NR Eligible
JWST	53	Spring	Gender and Judaism	6B	Rachel Greenblatt	CI	TMV	REL 19.22 01, WGSS 33.03 01	N/A	NR Eligible
JWST	53.01	Spring	Gender/Jewish-German Cultur	3B	Irmela von der Luehe	CI	LIT	GERM 42.13 01, WGSS 66.13 01	N/A	N/A
JWST	60.02	Summer	Modern Sex:Weimar Republic	10A	Veronika Fuechtner	CI	LIT	GERM 42.15 01, WGSS 67.02 01	N/A	NR Eligible
JWST	85	Spring	Independ Study & Research	ARR	Veronika Fuechtner	N/A	N/A	N/A	N/A	NR Eligible
JWST	85	Summer	Independ Study & Research	ARR	Shaul Magid	N/A	N/A	N/A	N/A	NR Eligible
JWST	85	Fall	Independ Study & Research	ARR	Susannah Heschel	N/A	N/A	N/A	N/A	NR Eligible
JWST	85	Winter	Independ Study & Research	ARR	Susannah Heschel	N/A	N/A	N/A	N/A	NR Eligible
LACS	1	Spring	Intro Latin Am & Caribbean	12	Pamela Voekel	NW	SOC	N/A	N/A	N/A
LACS	1	Fall	Intro Latin Am & Caribbean	10	Pamela Voekel	NW	SOC	N/A	N/A	N/A
LACS	8	Summer	Transnational Central Am.	2A	Jorge Cuellar	NW	SOC	N/A	N/A	N/A
LACS	9	Spring	Global Race x Global Migrat	3A	Jorge Cuellar, Mingwei Huang	CI	INT or SOC	WGSS 003 01	N/A	N/A
LACS	22.11	Winter	Latinx Intergenerationl Lit	10	Marcela Di Blasi	CI	LIT	N/A	N/A	N/A
LACS	23.61	Spring	Migrant Los Angeles	10	Matthew Garcia	CI	SOC	HIST 31.03 01	N/A	N/A
LACS	30.06	Fall	New Latin American Cinema	9L	Thamyris Almeida	N/A	INT	COLT 52.02 01, FILM 42.03 01, INTS 17.12 01	N/A	NR Eligible
LACS	30.11	Fall	Brazil's Shifting Society	9L	Daniel McDonald	NW	SOC	AAAS 86.04 01	N/A	N/A
LACS	30.17	Fall	Brazil:HistoryPowerNarrativ	3A	Daniel McDonald	NW	INT	N/A	N/A	N/A
LACS	31	Spring	Pltcs Natrl Distr in Lat Am	12	Jorell Melendez-Badillo	NW	SOC	HIST 82.01 01	N/A	NR Eligible
LACS	38	Spring	The Global Caribbean	10A	Chelsey Kivland	NW	SOC	AAAS 83.08 01, ANTH 033 01	N/A	N/A
LACS	39	Summer	Black Agrarian Democracy	2A	Marvin Chochotte	NW	SOC	AAAS 61.05 01, HIST 92.07 01	N/A	N/A
LACS	40.1	Spring	Migrant Nation	11	Bethany Moreton	CI	SOC	HIST 31.02 01	N/A	NR Eligible
LACS	41.2	Summer	Lit and Cult of Americas	2A	Patricia Stuelke	W	INT or LIT	COLT 52.08 01, ENGL 53.32 01	N/A	N/A
LACS	47	Winter	20th Century Latin America	2A	Thamyris Almeida	NW	SOC	HIST 083 01	N/A	NR Eligible
LACS	48	Fall	Mexican Muralism	12	Mary Coffey	CI	ART	ARTH 63.01 01	N/A	N/A
LACS	50.07	Winter	LatinAmer Democracy&Develop	3A	Peter DeShazo	NW	INT	GOVT 40.14 01	N/A	N/A
LACS	50.08	Spring	Commodities,Globaliztn,Devl (Remote)	11	Peter DeShazo	NW	INT	GOVT 40.15 01	N/A	N/A
LACS	50.09	Fall	Revolution, Reform,Reaction	10A	Peter DeShazo	NW	INT	GOVT 20.05 01	N/A	N/A
LACS	50.13	Fall	Hist of Captlsm in Lat Amer	2	Pamela Voekel	N/A	SOC	HIST 080 01	N/A	NR Eligible
LACS	53	Winter	Protest&Parties:Latin Amer	2A	Kai Kenkel	NW	INT or SOC	GOVT 49.05 01	N/A	N/A
LACS	54	Spring	Nat'lism & Revolution Carib	10A	Marvin Chochotte	NW	INT or SOC	AAAS 062 01, HIST 92.02 01	N/A	N/A
LACS	59	Fall	Caribbean Hist 1898-Present	12	Clifford Campbell	NW	INT or SOC	AAAS 061 01, HIST 92.01 01	N/A	NR Eligible
LACS	76	Winter	Culture&Identity-Mod Mexico	12	Pamela Voekel	NW	SOC	HIST 087 01	N/A	NR Eligible
LACS	89	Spring	Independent Study	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	89	Fall	Independent Study	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	89	Winter	Independent Study	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	98	Spring	Honors Thesis I	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	98	Fall	Honors Thesis I	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	98	Winter	Honors Thesis I	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	99	Spring	Honors Thesis II	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	99	Fall	Honors Thesis II	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LACS	99	Winter	Honors Thesis II	ARR	Matthew Garcia	N/A	N/A	N/A	N/A	N/A
LAT	1	Fall	LAT 1	9L	Maria Gaki	N/A	N/A	N/A	N/A	N/A
LAT	1	Fall	LAT 1	10	Bryce Walker	N/A	N/A	N/A	N/A	N/A
LAT	1	Fall	LAT 1	2	Maria Gaki	N/A	N/A	N/A	N/A	N/A
LAT	1	Fall	LAT 1	9L	Florencia Foxley	N/A	N/A	N/A	N/A	N/A
LAT	1	Winter	LAT 1	9L	Jennifer Lynn	N/A	N/A	N/A	N/A	N/A
LAT	1	Winter	LAT 1	10	Bryce Walker	N/A	N/A	N/A	N/A	N/A
LAT	2	Spring	Introductory Latin II	9L	Jennifer Lynn	N/A	N/A	N/A	N/A	N/A
LAT	2	Winter	LAT 2	9L	Maria Gaki	N/A	N/A	N/A	N/A	N/A
LAT	2	Winter	LAT 2	2	Florencia Foxley	N/A	N/A	N/A	N/A	N/A
LAT	2	Winter	LAT 2	10	Maria Gaki	N/A	N/A	N/A	N/A	N/A
LAT	2	Winter	LAT 2	10	Jennifer Lynn	N/A	N/A	N/A	N/A	N/A
LAT	3	Spring	Intermediate Latin	9L	Patrick Glauthier	N/A	N/A	N/A	N/A	N/A
LAT	3	Spring	Intermediate Latin	10	Jennifer Lynn	N/A	N/A	N/A	N/A	N/A
LAT	3	Spring	Intermediate Latin	2	Bryce Walker	N/A	N/A	N/A	N/A	N/A
LAT	3	Spring	Intermediate Latin	9L	Bryce Walker	N/A	N/A	N/A	N/A	N/A
LAT	3	Fall	LAT 3	9L	Jennifer Lynn	N/A	N/A	N/A	N/A	N/A
LAT	3	Fall	LAT 3	2	Bryce Walker	N/A	N/A	N/A	N/A	N/A
LAT	10.01	Fall	Topics in Latin: Landscape	2	Jennifer Lynn	W	LIT	N/A	LADV	N/A
LAT	10.03	Winter	Topics in Latin: Petronius	10	Patrick Glauthier	W	LIT	N/A	LADV	N/A
LAT	18.02	Spring	Catullus	10A	Patrick Glauthier	W	LIT	N/A	N/A	N/A
LAT	21	Spring	Love Poetry	10A	Patrick Glauthier	W	LIT	N/A	N/A	N/A
LAT	23	Fall	Roman Drama	10A	Patrick Glauthier	W	LIT	N/A	LADV	N/A
